Oslo,59.9139,10.7522
Bergen,60.3913,5.3221
Stavanger,58.9690,5.7331
Trondheim,63.4305,10.3951
Drammen,59.7439,10.2045
Fredrikstad,59.2184,10.9299
Sandnes,58.8524,5.7352
Tromso,69.6496,18.9560
Kristiansand,58.1467,7.9956
Alesund,62.4722,6.1549
Porsgrunn,59.1392,9.6561
Bodo,67.2804,14.4049
Haugesund,59.4138,5.2670
Larvik,59.0533,10.0353
Moss,59.4341,10.6577
